title,published_date,summary,official_url,rss_category,match_keywords,likely_appliance_recall
Children’s sensory story book,2026-05-15,"15 May 2026 Product description A children’s sensory story book with detachable felt pieces. Reason the product is recalled The book’s small felt parts can detach, posing a risk of choking to young children. The hazards to consumers Risk of serious injury or death by choking or suffocation if a child places the small felt parts in their mouth. What consumers should do Stop using the sensory book immediately and keep out of reach of children. Write “RECALLED” on the book in permanent marker and submit a photograph of the marked book to info@thekiddospace.com to receive a full refund. Dispose of the book once the photograph is submitted. Contact TheKiddoSpace for further information relating to the recall or for further assistance. Contact TheKiddoSpace Email: info@thekiddospace.com Visit: https://thekiddospace.shop",https://www.productsafety.gov.au/search-consumer-product-recalls/children%E2%80%99s-sensory-story-book,Learning and activity toys,2026 activity and assistance book can child children choking com consumers contact death description detach detachable dispose email felt for full further hazards https immediately info information injury keep learning marked marker may mouth once out parts permanent photograph pieces places posing product reach reason recall recalled receive refund relating risk sensory serious shop should small stop story submit submitted suffocation the their thekiddospace toys using visit what with write young,maybe
Children’s talking flashcard toys – animal shaped and rectangular,2026-05-15,"15 May 2026 Product description TheKiddoSpace branded talking flashcard toys in 2 styles: Rectangular Dates of sale: 13 February 2024 to 17 February 2025 Animal shaped Dates of sale: 3 December 2023 to 25 February 2025 Reason the product is recalled The USB cable supplied with the rectangular style flashcard toy does not comply with the permanent ban on DEHP in children's plastic items . The batteries found in the animal style flashcard toy can short circuit. The hazards to consumers Risk of reproductive toxicity for children up to 36 months of age if they extensively chew or suck on objects containing DEHP. Risk of serious injury or property damage from fire or burns if the batteries in the animal shaped toy short circuit. An incident with the cable overheating has occurred. What consumers should do Stop using these toys immediately and keep out of reach of children. For the rectangular shaped toy, cut the USB cable and submit a photograph of the cut USB cable to info@thekiddospace.com to receive a free replacement USB cable. For the animal shaped toy write “RECALLED” on the toy in permanent marker and submit a photograph of the marked toys to info@thekiddospace.com to receive a full refund. Dispose of both the toy and USB cable once the photographs are submitted in accordance with local waste disposal requirements. Contact TheKiddoSpace for further information relating to the recall or for further assistance. Contact TheKiddoSpace Email: info@thekiddospace.com Visit: https://thekiddospace.shop",https://www.productsafety.gov.au/search-consumer-product-recalls/children%E2%80%99s-talking-flashcard-toys-%E2%80%93-animal-shaped-and-rectangular,Games and puzzles,2023 2024 2025 2026 accordance age and animal are assistance ban batteries both branded burns cable can chew children circuit com comply consumers contact containing cut damage dates december dehp description disposal dispose does email extensively february fire flashcard for found free from full further games has hazards https immediately incident info information injury items keep local marked marker may months not objects occurred once out overheating permanent photograph photographs plastic product property puzzles reach reason recall recalled receive rectangular,maybe
Children’s finger-painting kits,2026-05-15,"15 May 2026 Product description Children’s finger-painting kits Kits include: round paint palette colouring books Reason the product is recalled The finger-painting kits contain hazardous and toxic substances, methanol, ethylene glycol and a phthalate. The hazards to consumers Risk of serious health effects including death if children ingest the finger-paint. There is a risk of skin irritation and swollen lymph nodes from contact with the finger-paint. Incidents have occurred overseas. What consumers should do Stop using the finger paint immediately and keep out of reach of children. Write “RECALLED” on the back and lid of the finger-paint pad and submit a photograph of the marked product to info@thekiddospace.com to receive a full refund. Dispose of the toys once the photograph is submitted in accordance with local waste disposal requirements. Contact TheKiddoSpace for further information relating to the recall or for further assistance. Contact TheKiddoSpace Email: info@thekiddospace.com Visit: https://thekiddospace.shop",https://www.productsafety.gov.au/search-consumer-product-recalls/children%E2%80%99s-finger-painting-kits,Arts and crafts toys,2026 accordance and arts assistance back books children colouring com consumers contact contain crafts death description disposal dispose effects email ethylene finger for from full further glycol have hazardous hazards health https immediately incidents include including info information ingest irritation keep kits lid local lymph marked may methanol nodes occurred once out overseas pad paint painting palette photograph phthalate product reach reason recall recalled receive refund relating requirements risk round serious shop should skin stop submit submitted substances swollen the,maybe
USB Type-C rechargeable button battery charger,2026-05-13,"13 May 2026 Product description USB-C powered charger for recharging button/coin batteries. Reason the product is recalled The charger doesn’t comply with the mandatory standards for products containing button/coin batteries . The battery isn’t secured, and children could access the button/coin battery. The products are missing warning information about the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button or coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do Stop using the product immediately and keep it out of reach of children. SHEIN will contact affected consumers by email with a link to confirm disposal of the product. SHEIN will process a full refund when the email is actioned. Contact SHEIN if you have not received the email or are having difficulties with the email. Contact SHEIN Distribution Australia Pty Ltd Email: aucsteam@shein.com Live chat: (11:00am to 8:00pm AEST) link Visit: https://au.shein.com/",https://www.productsafety.gov.au/search-consumer-product-recalls/usb-type-c-rechargeable-button-battery-charger,Button batteries,000 00am 00pm 2026 about access action actioned aest affected and any appropriate are aucsteam australia available batteries battery bleeding bodies body breathing burn button call can centre charger chat child children choking coin com comply confirm consumers contact containing could dangers day death description develop died difficulties difficulty direct disposal distribution doesn early email facility fatal for from full has have having hazards hours https immediately information injuries injury inserted inside internal isn keep link little live lives ltd,maybe
Robert Gordon coffee cup - 4 Dogs and a Cat collection,2026-05-13,13 May 2026 Product description Robert Gordon coffee cup - 4 Dogs and a Cat collection available in 5 different designs featuring a cat or dog image only cups from batch no.12/25 (printed on bottom of cup) that were sold on or after 19 March 2026 are affected. Reason the product is recalled The cup can break when filled with hot liquid. The hazards to consumers Risk of serious injury from burns and lacerations from sharp edges if the cup breaks when filled with hot liquid. Incidents causing an injury have occurred. What consumers should do Stop using affected cups immediately. Return cups to the place of purchase for a full refund. Contact Robert Gordon Australia Call: 03 5941 3144 Email: sales@robertgordonaustralia.com Visit: https://www.robertgordonaustralia.com/,https://www.productsafety.gov.au/search-consumer-product-recalls/robert-gordon-coffee-cup-4-dogs-and-a-cat-collection,Kitchenware and containers,2026 3144 5941 affected after and are australia available batch bottom break breaks burns call can cat causing coffee collection com consumers contact containers cup cups description designs different dog dogs edges email featuring filled for from full gordon have hazards hot https image immediately incidents injury kitchenware lacerations liquid march may occurred only place printed product purchase reason recalled refund return risk robert robertgordonaustralia sales serious sharp should sold stop that the using visit were what when with www,maybe
8.5 inch LCD writing tablet - assorted colours,2026-05-13,"13 May 2026 Product description LCD tablet for writing and drawing in assorted colours. Reason the product is recalled The tablet may not comply with the mandatory standards for products containing button/coin batteries. The battery may not be secured, and children could potentially access the button/coin battery. The product may be missing warning information about: the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children may be at risk of choking, severe internal burn injuries or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button or coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do Stop using the tablet immediately and place out of reach of children. Contact Boutique Retailer for a full refund, then dispose of the tablet safely by following the disposal instructions at Recycle Mate . Contact Boutique Retailer Email: hello@boutiqueretailer.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/85-inch-lcd-writing-tablet-assorted-colours,Button batteries,000 2026 about access action and any appropriate assorted australia available batteries battery bleeding bodies body boutique boutiqueretailer breathing burn button call can centre child children choking coin colours com comply consumers contact containing could dangers day death description develop died difficulty direct disposal dispose drawing early email facility fatal following for from full has have having hazards hello hours immediately inch information injuries injury inserted inside instructions internal lcd little lives mandatory mate may medical missing not occur out,maybe
8.5 inch writing and drawing tablet,2026-05-12,"12 May 2026 Product description LCD tablet for writing and drawing in assorted colours. Reason the product is recalled The tablet doesn’t comply with the mandatory standards for products containing button/coin batteries . The battery isn’t secured, and children could access the button/coin battery. The product is missing warning information about: the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button or coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do Stop using the tablet immediately and place out of reach of children. Contact Shelley’s Sensory Shop for a full refund, then dispose of the tablet safely by following the disposal instructions at Recycle Mate . Contact Shelley’s Sensory Shop Email: shelleyssensoryshop@gmail.com",https://www.productsafety.gov.au/search-consumer-product-recalls/85-inch-writing-and-drawing-tablet,Button batteries,000 2026 about access action and any appropriate are assorted australia available batteries battery bleeding bodies body breathing burn button call can centre child children choking coin colours com comply consumers contact containing could dangers day death description develop died difficulty direct disposal dispose doesn drawing early email facility fatal following for from full gmail has have having hazards hours immediately inch information injuries injury inserted inside instructions internal isn lcd little lives mandatory mate may medical missing not occur,maybe
"Scented Fun Sand - blue, green, red & yellow",2026-05-12,"12 May 2026 Product description Loose, coloured play sand for children that can be moulded into different shapes. The product is available in four colours (blue, green, red and yellow). Reason the product is recalled The play sand is being recalled because it may contain traces of asbestos, which is a prohibited substance in Australia. The hazards to consumers The play sand may cause a risk to health, as traces of anthophyllite asbestos and tremolite asbestos have been detected in some samples after laboratory testing. What consumers should do Stop using the product immediately. For safe disposal advice from the Asbestos and Silica Safety and Eradication Agency, visit the ACCC Product Safety website . Attend in-store or contact The Reject Shop with proof of purchase to arrange a full refund. Important message from the ACCC to consumers: The ACCC continues to work with health and safety, and other relevant agencies at the state, territory and Commonwealth levels as this issue evolves. For safe disposal advice from the Asbestos and Silica Safety and Eradication Agency and health information from the Environmental Health Standing Committee (enHealth), visit the ACCC Product Safety website . Contact The Reject Shop Email: service@rejectshop.com.au Visit: https://www.rejectshop.com.au/",https://www.productsafety.gov.au/search-consumer-product-recalls/scented-fun-sand-blue-green-red-yellow,Asbestos (cancer causing substance),2026 accc advice after agencies agency and anthophyllite arrange asbestos attend australia available because been being blue can cancer cause causing children coloured colours com committee commonwealth consumers contact contain continues description detected different disposal email enhealth environmental eradication evolves for four from full fun green have hazards health https immediately important information into issue laboratory levels loose may message moulded other play product prohibited proof purchase reason recalled red refund reject rejectshop relevant risk safe safety samples sand scented,maybe
Heartwarming Hugs Bear 2 with the zipper closure,2026-05-11,11 May 2026 Product description Weighted plush bear with zipper closure. Contains removable heart which can be heated or cooled for extra comfort. Only bears with zipper closures are affected. Bears with velcro closures are not affected by this recall. Reason the product is recalled This product may not comply with the mandatory standard for toys for children up to and including 36 months of age . The zipper slider may detach and become a choking hazard. The hazards to consumers Risk of serious injury or death from choking if a young child swallows the zipper slider. What consumers should do Stop using the affected Heartwarming Hug Bear 2 immediately and keep out of reach of young children. Return the affected bears to a Build-A-Bear Workshop for a full refund or Build-A-Bear Workshop gift card. Contact Build-A-Bear Workshop Email: recall@buildabear.com.au Visit: https://buildabear.com.au/pages/contact,https://www.productsafety.gov.au/search-consumer-product-recalls/heartwarming-hugs-bear-2-with-the-zipper-closure,Stuffed and plush toys,2026 affected age and are bear bears become build buildabear can card child children choking closure closures com comfort comply consumers contact contains cooled death description detach email extra for from full gift hazard hazards heart heartwarming heated https hug hugs immediately including injury keep mandatory may months not only out pages plush product reach reason recall recalled refund removable return risk serious should slider standard stop stuffed swallows the this toys using velcro visit weighted what which with workshop,maybe
Yamaha G29-E golf car,2026-05-08,8 May 2026 Product description 2-seater electric golf car. Reason the product is recalled The golf car’s brake cable may be assembled incorrectly and cause the brake cable to wear and break with repeated use. The hazards to consumers Risk of serious injury from collision if the brake cable wears out and breaks from repeated use. What consumers should do Stop use immediately and check if the golf car is affected. Contact your local Yamaha dealer to arrange for a free inspection & repair if required. Contact Yamaha Motor Australia Pty Ltd Call: 1300 277 137 E-mail: cr@yamaha-motor.com.au Visit: https://www.yamaha-motor.com.au/,https://www.productsafety.gov.au/search-consumer-product-recalls/yamaha-g29-e-golf-car,Golf,1300 137 2026 277 affected and arrange assembled australia brake break breaks cable call car cause check collision com consumers contact dealer description electric for free from g29 golf hazards https immediately incorrectly injury inspection local ltd mail may motor out product pty reason recalled repair repeated required risk seater serious should stop the use visit wear wears what with www yamaha your,maybe
Baby teethers and rattles,2026-05-08,8 May 2026 Product description Silicone animal-shaped baby teether in assorted colours. Handheld wooden rattle with rotating rings and soft jingle bell. Cloud-shaped wooden rattle with dangling beads. Reason the product is recalled The products do not comply with the mandatory standard for toys for children up to and including 36 months of age . The hazards to consumers Risk of serious injury or death by choking or suffocation if a child detaches and places the small parts in their mouth. What consumers should do Stop using the product immediately and keep it out of reach of children. SHEIN will contact affected consumers by email with a link to confirm disposal of the product. SHEIN will process a full refund when the email is actioned. Contact SHEIN if you have not received the email or are having difficulties with the email. Contact SHEIN Distribution Australia Pty Ltd Email: aucsteam@shein.com Live chat: (11:00am to 8:00pm AEST) link Visit: https://au.shein.com/,https://www.productsafety.gov.au/search-consumer-product-recalls/baby-teethers-and-rattles,Rattles and toy teethers,00am 00pm 2026 actioned aest affected age and animal are assorted aucsteam australia baby beads bell chat child children choking cloud colours com comply confirm consumers contact dangling death description detaches difficulties disposal distribution email for full handheld have having hazards https immediately including injury jingle keep link live ltd mandatory may months mouth not out parts places process product products pty rattle rattles reach reason recalled received refund rings risk rotating serious shaped shein should silicone small soft standard,maybe
Westly Rattan Shoe Cabinet with 4 Doors Oak,2026-05-07,"7 May 2026 Product description A rattan shoe cabinet with four doors, designed for indoor residential use to store shoes and household items. Reason the product is recalled The fabric strap anti-toppling anchoring kit supplied with the cabinet may not provide consistent stability. The cabinet can tip over during use. The hazards to consumers Risk of serious injury or death and property damage if the cabinet tips over onto consumers or small children. An incident resulting in injury has occurred. What consumers should do Stop using the cabinet immediately and never allow children to stand, climb or hang on the stand. Contact BEI World Pty Ltd or the place of purchase to receive a free upgraded metal anti-toppling anchoring kit, a permanent warning label and instructions on how to install the metal anchoring kit before using the cabinet. Contact BEI World Pty Ltd Call: (02) 9630 2262 Email: cs@beiworld.com.au Visit: https://www.beiworld.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/westly-rattan-shoe-cabinet-with-4-doors-oak,Indoor furniture and furnishings,2026 2262 9630 allow anchoring and anti before bei beiworld cabinet call can children climb com consistent consumers contact damage death description designed doors during email fabric for four free furnishings furniture hang has hazards household how https immediately incident indoor injury install instructions items kit label ltd may metal never not oak occurred onto over permanent place product property provide pty purchase rattan reason recalled receive residential resulting risk serious shoe shoes should small stability stand stop store strap,maybe
Milwaukee Tool M18 FUEL Top Handle Chainsaw – 12” and 14” models,2026-05-07,"7 May 2026 Product description Electric chainsaw for cutting wood. available in 12” and 14” models sold individually and as part of kit including a battery and charger affected chainsaws have 4670 11 or 4670 21 listed as the first 6 digits of the product serial number. Reason the product is recalled The chain brake may not activate correctly if wood chips or debris accumulate, and the chainsaw is not cleaned and maintained regularly as per the manufacturer’s instructions. The hazards to consumers Risk of serious injury from laceration if the chain brake does not activate during a kickback. Incidents have occurred overseas. What consumers should do Stop using the product immediately. Contact Milwaukee Tool (Australia) for a free service and repair. Do not take the product back to the place of purchase. If the product was purchased as part of a kit, no action is required for batteries or chargers sold with the kit. Contact Milwaukee Tool (Australia) Call: 1800 008 816 Email: thnoticeau@milwaukeetools.com.au Visit: www.milwaukeetool.com.au/product-notification-top-handle-chainsaws.html",https://www.productsafety.gov.au/search-consumer-product-recalls/milwaukee-tool-m18-fuel-top-handle-chainsaw-%E2%80%93-12%E2%80%9D-and-14%E2%80%9D-models,Garden tools and products,008 1800 2026 4670 816 accumulate action activate affected and australia available back batteries battery brake call chain chainsaw chainsaws charger chargers chips cleaned com consumers contact correctly cutting debris description digits does during electric email first for free from fuel garden handle have hazards html immediately incidents including individually injury instructions kickback kit laceration listed m18 maintained manufacturer may milwaukee milwaukeetool milwaukeetools models not notification number occurred overseas part per place product products purchase purchased reason recalled regularly repair,maybe
Aarhus black leather oak recliner,2026-05-05,"5 May 2026 Product description Black leather recliner chair with oak base. Reason the product is recalled The centre pole of the chair that attaches the seat to the legs can snap off due to poor welding. The hazards to consumers Risk of serious injury if the centre pole of the chair breaks when in use. Incidents causing injury have occurred. What consumers should do Stop using the chair immediately. To receive a full refund, lodge a refund claim on the James Lane website and show proof of destruction or return the product to your nearest store or warehouse. Contact James Lane for further information relating to the recall or assistance to complete the refund form. Contact JAMES LANE Call: 1800 573 396 Email: service@jameslane.com.au Visit: https://help.jameslaneaustralia.com.au/hc/en-au/requests/new?ticket_form_id=5179333142927",https://www.productsafety.gov.au/search-consumer-product-recalls/aarhus-black-leather-oak-recliner,Indoor furniture and furnishings,1800 2026 396 5179333142927 573 aarhus and assistance attaches base black breaks call can causing centre chair claim com complete consumers contact description destruction due email for form full furnishings furniture further have hazards help https immediately incidents indoor information injury james jameslane jameslaneaustralia lane leather legs lodge may nearest new oak occurred off pole poor product proof reason recall recalled receive recliner refund relating requests return risk seat serious service should show snap stop store that the ticket use,maybe
RWS Livestock Stunning Cartridges (Captive Bolt Activator) (updated),2026-04-24,"24 Apr 2026 Product description RWS and Blitz and Kerner 9x17 Livestock Stunning Cartridges (Captive Bolt Activator) (9mm), supplied in 50 pack formats. Affected products can be identified by the batch/lot number on the top or underside of the lid/unit. 4-digit format: Ends with: N, O, P, Q, R, S, or T. 10-digit format (DO 50 packs): Begins with: DAG24K, DAG24L, DAG25A, DAG25B, DAG25C, or DAG25D. Reason the product is recalled Due to a manufacturing defect, affected batches of cartridges can malfunction during use and discharge unintended or explode. The hazards to consumers Risk of serious injury to users or damage to equipment if the affected cartridges explode or discharge while in use. What consumers should do Stop using the cartridges immediately and store them securely and separately from other substances in accordance with dangerous goods regulations. Check the batch/lot number on the product. If your cartridges are affected, return them to the place of purchase for a full refund or replacement product. Contact Bainbridge Pty Ltd Call: 07 3348 8404 between 7:30am and 5pm (AEST), Monday to Friday. Email: returns@bainbridgevet.com.au Visit: https://www.bainbridgevet.com.au/page/85/rws-and-blitz-captive-bolt-activators",https://www.productsafety.gov.au/search-consumer-product-recalls/rws-livestock-stunning-cartridges-captive-bolt-activator-updated,Farm equipment and supplies,2026 30am 3348 5pm 8404 9mm 9x17 accordance activator activators aest affected and apr are bainbridge bainbridgevet batch batches begins between blitz bolt call can captive cartridges check com consumers contact dag24k dag24l dag25a dag25b dag25c dag25d damage dangerous defect description digit discharge due during email ends equipment explode farm for format formats friday from full goods hazards https identified immediately injury kerner lid livestock lot ltd malfunction manufacturing monday number other pack packs page place product products pty purchase,maybe
Remote control unit for Nordic series motorised window awnings – AC136-05Bi-CA,2026-04-24,"24 Apr 2026 Product description Remote control unit for Nordic series motorised window awnings containing a button battery. The remote is used to control the following folding arm awnings: Nordic Sirocco FA40 Series (Brand: Turnils); Nordic Access FA20 Series (Brand: Luxaflex); and Nordic-Cabrera-Arafura Awnings (Brand: Luxaflex). Reason the product is recalled This product does not comply with the mandatory standards for products containing button batteries . The button battery is not secured and may be released during use. The packaging is missing warning information about: the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries, or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button/coin battery: Call Triple Zero (000) if a child is having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do Stop using the remote immediately and keep out of reach of children. The dealer from which the remote was purchased will arrange to attend your premises to collect the remote and provide a replacement to you at no cost. Contact Hunter Douglas Pty Ltd Call: (02) 9638 8000 between 8.30am and 4.30pm (AEST), Monday to Friday Visit: https://www.hunterdouglas.com.au/",https://www.productsafety.gov.au/search-consumer-product-recalls/remote-control-unit-for-nordic-series-motorised-window-awnings-%E2%80%93-ac136-05bi-ca,Button batteries,000 05bi 2026 30am 30pm 8000 9638 about ac136 access action aest and any appropriate apr arafura are arm arrange attend australia available awnings batteries battery between bodies body brand breathing burn button cabrera call can centre child children choking coin collect com comply consumers contact containing control cost dangers day dealer death description develop died difficulty direct does douglas during early fa20 fa40 facility fatal folding following for friday from has have having hazards hours https hunter hunterdouglas immediately,maybe
Rangoli decorative powder  (Ascension sand) – various colours,2026-04-24,"24 Apr 2026 Product description Decorative sand coloured powder commonly used for creating traditional rangoli designs on floors during cultural and festive occasions. Reason the product is recalled The products are being recalled because they may contain asbestos, which is a prohibited substance in Australia. The hazards to consumers The products may cause a risk to health as tremolite asbestos has been detected in some samples after laboratory testing. What consumers should do Stop using the products immediately. For safe disposal advice from the Asbestos and Silica Safety and Eradication Agency, visit the ACCC Product Safety website . Contact the Silkrute support team with your order details to receive a full refund. No return of the product is required. Important message from the ACCC to consumers: The ACCC continues to work with health and safety, and other relevant agencies at the state, territory and Commonwealth levels as this issue evolves. For safe disposal advice from the Asbestos and Silica Safety and Eradication Agency and health information from the Environmental Health Standing Committee (enHealth), visit the ACCC Product Safety website . Contact Silkrute Email: support@silkrute.com",https://www.productsafety.gov.au/search-consumer-product-recalls/rangoli-decorative-powder-ascension-sand-%E2%80%93-various-colours,Asbestos (cancer causing substance),2026 accc advice after agencies agency and apr are asbestos ascension australia because been being cancer cause causing coloured colours com committee commonly commonwealth consumers contact contain continues creating cultural decorative description designs details detected disposal during email enhealth environmental eradication evolves festive floors for from full has hazards health immediately important information issue laboratory levels may message occasions order other powder product products prohibited rangoli reason recalled receive refund relevant required return risk safe safety samples sand should silica,maybe
Certain batches of Livestock Stunning Cartridges – 9x17 – RWS and Blitz and Kerner branded,2026-04-23,"23 Apr 2026 Product description RWS and Blitz and Kerner 9x17 Livestock Stunning Cartridges (9mm), supplied in 50 pack formats (Blue, Green, Yellow, Red) Product Name Shoof SKU Barcode (EAN) Product Name Shoof SKU Barcode (EAN) Captive Bolt Activator Blue 50pk 201072 9417027004446 Captive Bolt Activator Green 50pk 201073 9417027010911 Captive Bolt Activator Yellow 50pk 201074 9417027022426 Captive Bolt Activator Red 50pk 210217 9417027167837 Affected products can be identified by batch/lot numbers printed on the packaging: 4-digit alphanumeric batch codes ending in: N, O, P, Q, R, S, or T 10-digit alphanumeric batch codes beginning with: DAG24K, DAG24L, DAG25A, DAG25B, DAG25C, or DAG25D Batch/lot numbers are located under the lid of the unit. Reason the product is recalled Due to a manufacturing defect, affected batches of cartridges can malfunction during use and discharge unintended or explode. The hazards to consumers Risk of serious injury to users or damage to equipment if the affected cartridges explode or discharge while in use. What consumers should do Stop using the cartridges immediately and store them securely and separately from other substances in accordance with dangerous goods regulations. Check the batch/lot number on the product. If your cartridges are affected, return them to the place of purchase for a replacement product. Contact Shoof International (Australia) if you require further assistance or information relating to the affected products. Contact Shoof International Ltd Call: 1800 121 801 Monday to Friday from 8:30am to 4:30pm Email: sales@shoof.com.au Visit: https://shoofdirect.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/certain-batches-of-livestock-stunning-cartridges-%E2%80%93-9x17-%E2%80%93-rws-and-blitz-and-kerner-branded,Farm equipment and supplies,121 1800 201072 201073 201074 2026 210217 30am 30pm 50pk 801 9417027004446 9417027010911 9417027022426 9417027167837 9mm 9x17 accordance activator affected alphanumeric and apr are assistance australia barcode batch batches beginning blitz blue bolt branded call can captive cartridges certain check codes com consumers contact dag24k dag24l dag25a dag25b dag25c dag25d damage dangerous defect description digit discharge due during ean email ending equipment explode farm for formats friday from further goods green hazards https identified immediately information injury international kerner lid,maybe
Mojo Motorcycles Off-Road LANDBOSS LH1100-D vehicle,2026-04-22,"22 Apr 2026 Product description An off-road diesel-powered side by side utility vehicle used in farming and recreational off-road activities. Reason the product is recalled The handbrake cable has been incorrectly routed which may result in handbrake malfunction, allowing the vehicle to roll away when parked. The hazards to consumers Risk of serious injury or death including property damage if the handbrake fails to operate and the vehicle rolls away when parked. What consumers should do Stop use of the vehicle immediately. Contact your nearest LANDBOSS dealership for urgent inspection and correction of the handbrake. Contact MOJO MOTORCYCLES PTY LTD Call: (03) 9918 8000 Email: info@landboss.com.au Visit: https://www.landboss.com.au/1100d/",https://www.productsafety.gov.au/search-consumer-product-recalls/mojo-motorcycles-off-road-landboss-lh1100-d-vehicle,Utility task vehicles (UTVs),1100d 2026 8000 9918 activities allowing and apr away been cable call com consumers contact correction damage dealership death description diesel email fails farming for handbrake has hazards https immediately including incorrectly info injury inspection landboss lh1100 ltd malfunction may mojo motorcycles nearest off operate parked powered product property pty reason recalled recreational result risk road roll rolls routed serious should side stop task the urgent use used utility utvs vehicle vehicles visit what when which www your,maybe
Vevor Retractable Baby Gates,2026-04-21,"21 Apr 2026 Product description Retractable baby gates in grey, black or white with a metal frame and retractable screen. Affected models: YJ-3355 (60 inches) YJ-3371 (76.8 inches) YJ-33110 (116 inches) “Vevor” is printed on a label on the corner post of the gate. The model number is printed on the product packaging and in the user manual. Reason the product is recalled A child’s body can fit through the opening between the gate and the floor becoming entrapped. The hazards to consumers Risk of serious injury if a child becomes entrapped in the opening between the gate and the floor. What consumers should do Stop using the gate immediately. Contact Vevor via email to arrange for a full refund. Destroy the gate by cutting through the mesh and send a photo of the destroyed gate when you email Vevor for the refund. Contact Vevor Email: recalling@vevor.com",https://www.productsafety.gov.au/search-consumer-product-recalls/vevor-retractable-baby-gates,Child safety gates and locks,116 2026 33110 3355 3371 affected and apr arrange baby becomes becoming between black body can child com consumers contact corner cutting description destroy destroyed email entrapped fit floor for frame full gate gates grey hazards immediately inches injury label locks manual mesh metal model models number opening packaging photo post printed product reason recalled recalling refund retractable risk safety screen send serious should stop the through user using vevor via what when white with you,maybe
MagSlim 5K Power Bank (Black) (updated),2026-04-20,"20 Apr 2026 Product description Recall updated on 29 April 2026: more batch numbers added and dates available for sale extended from 16 December 2025 to 20 April 2026. Black magnetic power bank used to wirelessly charge a mobile phone. Affected batch codes can be found on the back of the power bank. A list of affected batches is provided under identifying numbers below. Reason the product is recalled The housing of the power bank can come apart at the join due to swelling, compromising the battery and may cause it to overheat or catch fire. The hazards to consumers Risk of serious burn injuries or property damage if the battery overheats or catches fire. What consumers should do Stop using the power bank immediately and check the back of the power bank for batch codes listed below. Return to your place of purchase to receive a full refund or replacement product. Contact Cygnett Pty Ltd Email info@cygnett.com Call 03 9912 9100, 9:00 am to 5:00 pm AEST, Monday to Friday Visit https://www.cygnett.com/pages/magslim-product-recall",https://www.productsafety.gov.au/search-consumer-product-recalls/magslim-5k-power-bank-black-updated,Lithium-ion batteries,2025 2026 9100 9912 added aest affected and apart apr april available back bank batch batches batteries battery below black burn call can catch catches cause charge check codes com come compromising consumers contact cygnett damage dates december description due email extended fire for found friday from full hazards housing https identifying immediately info injuries ion join list listed lithium ltd magnetic magslim may mobile monday more numbers overheat overheats pages phone place power product property provided pty purchase reason,maybe
